   0.0000000       2.3091834    
   1.0000000       2.3081753    
   2.0000000       2.3065307    
   3.0000000       2.3063335    
   4.0000000       2.3048263    
   5.0000000       2.3016310    
   6.0000000       2.2985220    
   7.0000000       2.2924137    
   8.0000000       2.2860804    
   9.0000000       2.2761114    
   10.000000       2.2573903    
   11.000000       2.2333100    
   12.000000       2.1965494    
   13.000000       2.1430216    
   14.000000       2.0785677    
   15.000000       2.0023162    
   16.000000       1.9219166    
   17.000000       1.8513443    
   18.000000       1.8101416    
   19.000000       1.7952218    
   20.000000       1.7983155    
   21.000000       1.8135735    
   22.000000       1.8292553    
   23.000000       1.8427191    
   24.000000       1.8486557    
   25.000000       1.8532073    
   26.000000       1.8590779    
   27.000000       1.8565514    
   28.000000       1.8430414    
   29.000000       1.8337963    
   30.000000       1.8382281    
   31.000000       1.8413112    
   32.000000       1.8389382    
   33.000000       1.8342841    
   34.000000       1.8234652    
   35.000000       1.8092152    
   36.000000       1.7962612    
   37.000000       1.7907302    
   38.000000       1.7975488    
   39.000000       1.8175371    
   40.000000       1.8373516    
   41.000000       1.8498248    
   42.000000       1.8532482    
   43.000000       1.8508937    
   44.000000       1.8444314    
   45.000000       1.8359202    
   46.000000       1.8327353    
   47.000000       1.8323617    
   48.000000       1.8373587    
   49.000000       1.8411174    
   50.000000       1.8446057    
   51.000000       1.8422252    
   52.000000       1.8402835    
   53.000000       1.8393708    
   54.000000       1.8446258    
   55.000000       1.8476532    
   56.000000       1.8532122    
   57.000000       1.8524375    
   58.000000       1.8476944    
   59.000000       1.8413234    
   60.000000       1.8354356    
   61.000000       1.8316327    
   62.000000       1.8320674    
   63.000000       1.8334562    
   64.000000       1.8359300    
   65.000000       1.8387028    
   66.000000       1.8367708    
   67.000000       1.8321818    
   68.000000       1.8277246    
   69.000000       1.8225071    
   70.000000       1.8212304    
   71.000000       1.8243992    
   72.000000       1.8296974    
   73.000000       1.8334703    
   74.000000       1.8338917    
   75.000000       1.8298351    
   76.000000       1.8238459    
   77.000000       1.8184602    
   78.000000       1.8172230    
   79.000000       1.8167603    
   80.000000       1.8184025    
   81.000000       1.8217624    
   82.000000       1.8207066    
   83.000000       1.8171936    
   84.000000       1.8120525    
   85.000000       1.8091758    
   86.000000       1.8085961    
   87.000000       1.8113250    
   88.000000       1.8157886    
   89.000000       1.8196987    
   90.000000       1.8209274    
   91.000000       1.8171945    
   92.000000       1.8127186    
   93.000000       1.8081596    
   94.000000       1.8066549    
   95.000000       1.8072178    
   96.000000       1.8106242    
   97.000000       1.8126167    
   98.000000       1.8141795    
   99.000000       1.8107605    
   100.00000       1.8063735    
   101.00000       1.8025967    
   102.00000       1.8001797    
   103.00000       1.8000969    
   104.00000       1.8019898    
   105.00000       1.8069797    
   106.00000       1.8094773    
   107.00000       1.8113576    
   108.00000       1.8085709    
   109.00000       1.8072160    
   110.00000       1.8051126    
   111.00000       1.8031380    
   112.00000       1.8035585    
   113.00000       1.8043350    
   114.00000       1.8046364    
   115.00000       1.8022884    
   116.00000       1.7999767    
   117.00000       1.7996362    
   118.00000       1.8002194    
   119.00000       1.8003545    
   120.00000       1.8027579    
